TAXON_ORDER,category,English name,scientific name
2541,subspecies,,Ptilinopus perlatus plumbeicollis
2542,subspecies,,Ptilinopus perlatus zonurus
2543,species,Ornate Fruit-Dove,Ptilinopus ornatus
2544,group (monotypic),Ornate Fruit-Dove (Western),Ptilinopus ornatus ornatus
2545,group (monotypic),Ornate Fruit-Dove (Eastern),Ptilinopus ornatus gestroi
2546,species,Tanna Fruit-Dove,Ptilinopus tannensis
2547,species,Orange-fronted Fruit-Dove,Ptilinopus aurantiifrons
2548,species,Wallace's Fruit-Dove,Ptilinopus wallacii
2549,species,Superb Fruit-Dove,Ptilinopus superbus
2550,group (monotypic),Superb Fruit-Dove (Western),Ptilinopus superbus temminckii
2551,group (monotypic),Superb Fruit-Dove (Eastern),Ptilinopus superbus superbus
2552,species,Many-colored Fruit-Dove,Ptilinopus perousii
2553,subspecies,,Ptilinopus perousii perousii
2554,subspecies,,Ptilinopus perousii mariae
2555,species,Purple-capped Fruit-Dove,Ptilinopus ponapensis
2556,species,Kosrae Fruit-Dove,Ptilinopus hernsheimi
2557,species,Crimson-crowned Fruit-Dove,Ptilinopus porphyraceus
2558,group (monotypic),Crimson-crowned Fruit-Dove (Tongan),Ptilinopus porphyraceus porphyraceus
2559,group (monotypic),Crimson-crowned Fruit-Dove (Samoan),Ptilinopus porphyraceus fasciatus
2560,species,Palau Fruit-Dove,Ptilinopus pelewensis
2561,species,Cook Islands Fruit-Dove,Ptilinopus rarotongensis
2562,subspecies,,Ptilinopus rarotongensis rarotongensis
2563,subspecies,,Ptilinopus rarotongensis goodwini
2564,species,Mariana Fruit-Dove,Ptilinopus roseicapilla
2565,species,Rose-crowned Fruit-Dove,Ptilinopus regina
2566,subspecies,,Ptilinopus regina flavicollis
2567,subspecies,,Ptilinopus regina roseipileum
2568,subspecies,,Ptilinopus regina xanthogaster
2569,subspecies,,Ptilinopus regina ewingii
2570,subspecies,,Ptilinopus regina regina
2571,species,Silver-capped Fruit-Dove,Ptilinopus richardsii
2572,subspecies,,Ptilinopus richardsii richardsii
2573,subspecies,,Ptilinopus richardsii cyanopterus
2574,species,Gray-green Fruit-Dove,Ptilinopus purpuratus
2575,group (monotypic),Gray-green Fruit-Dove (chrysogaster),Ptilinopus purpuratus chrysogaster
2576,group (polytypic),Gray-green Fruit-Dove (purpuratus/frater),Ptilinopus purpuratus purpuratus/frater
2577,subspecies,,Ptilinopus purpuratus frater
2578,subspecies,,Ptilinopus purpuratus purpuratus
2579,species,Makatea Fruit-Dove,Ptilinopus chalcurus
2580,species,Atoll Fruit-Dove,Ptilinopus coralensis
2581,species,Red-bellied Fruit-Dove,Ptilinopus greyi
2582,species,Rapa Fruit-Dove,Ptilinopus huttoni
2583,species,White-capped Fruit-Dove,Ptilinopus dupetithouarsii
2584,subspecies,,Ptilinopus dupetithouarsii viridior
2585,subspecies,,Ptilinopus dupetithouarsii dupetithouarsii
2586,species,Red-moustached Fruit-Dove,Ptilinopus mercierii
2587,species,Henderson Island Fruit-Dove,Ptilinopus insularis
2588,species,Coroneted Fruit-Dove,Ptilinopus coronulatus
2589,subspecies,,Ptilinopus coronulatus trigeminus
2590,subspecies,,Ptilinopus coronulatus geminus
2591,subspecies,,Ptilinopus coronulatus quadrigeminus
2592,subspecies,,Ptilinopus coronulatus huonensis
2593,subspecies,,Ptilinopus coronulatus coronulatus
2594,species,Beautiful Fruit-Dove,Ptilinopus pulchellus
2595,subspecies,,Ptilinopus pulchellus pulchellus
2596,subspecies,,Ptilinopus pulchellus decorus
2597,species,Blue-capped Fruit-Dove,Ptilinopus monacha
2598,species,White-breasted Fruit-Dove,Ptilinopus rivoli
2599,subspecies,,Ptilinopus rivoli prasinorrhous
2600,subspecies,,Ptilinopus rivoli bellus
2601,subspecies,,Ptilinopus rivoli miquelii
2602,subspecies,,Ptilinopus rivoli rivoli
2603,subspecies,,Ptilinopus rivoli strophium
2604,species,Yellow-bibbed Fruit-Dove,Ptilinopus solomonensis
2605,group (monotypic),Yellow-bibbed Fruit-Dove (Geelvink),Ptilinopus solomonensis speciosus
2606,group (polytypic),Yellow-bibbed Fruit-Dove (Yellow-banded),Ptilinopus solomonensis [solomonensis Group]
2607,subspecies,,Ptilinopus solomonensis johannis
2608,subspecies,,Ptilinopus solomonensis meyeri
2609,subspecies,,Ptilinopus solomonensis neumanni
2610,subspecies,,Ptilinopus solomonensis bistictus
2611,subspecies,,Ptilinopus solomonensis vulcanorum
2612,subspecies,,Ptilinopus solomonensis ocularis
2613,subspecies,,Ptilinopus solomonensis ambiguus
2614,subspecies,,Ptilinopus solomonensis solomonensis
2615,species,Claret-breasted Fruit-Dove,Ptilinopus viridis
2616,subspecies,,Ptilinopus viridis viridis
2617,subspecies,,Ptilinopus viridis pectoralis
2618,subspecies,,Ptilinopus viridis geelvinkianus
2619,subspecies,,Ptilinopus viridis salvadorii
2620,subspecies,,Ptilinopus viridis vicinus
2621,subspecies,,Ptilinopus viridis lewisii
2622,species,White-headed Fruit-Dove,Ptilinopus eugeniae
2623,species,Orange-bellied Fruit-Dove,Ptilinopus iozonus
2624,subspecies,,Ptilinopus iozonus iozonus
2625,subspecies,,Ptilinopus iozonus humeralis
2626,subspecies,,Ptilinopus iozonus iobiensis
2627,subspecies,,Ptilinopus iozonus pseudohumeralis
2628,subspecies,,Ptilinopus iozonus finschi
2629,species,Knob-billed Fruit-Dove,Ptilinopus insolitus
2630,subspecies,,Ptilinopus insolitus insolitus
2631,subspecies,,Ptilinopus insolitus inferior
2632,species,Gray-headed Fruit-Dove,Ptilinopus hyogastrus
2633,species,Carunculated Fruit-Dove,Ptilinopus granulifrons
2634,species,Black-naped Fruit-Dove,Ptilinopus melanospilus
2635,subspecies,,Ptilinopus melanospilus bangueyensis
2636,subspecies,,Ptilinopus melanospilus xanthorrhous
2637,subspecies,,Ptilinopus melanospilus melanospilus
2638,subspecies,,Ptilinopus melanospilus chrysorrhous
2639,subspecies,,Ptilinopus melanospilus melanauchen
2640,species,Dwarf Fruit-Dove,Ptilinopus nainus
2641,species,Negros Fruit-Dove,Ptilinopus arcanus
2642,species,Orange Dove,Ptilinopus victor
2643,subspecies,,Ptilinopus victor victor
2644,subspecies,,Ptilinopus victor aureus
2645,species,Golden Dove,Ptilinopus luteovirens
2646,species,Velvet Dove,Ptilinopus layardi
2647,spuh,fruit-dove sp.,Ptilinopus sp.
2648,species,Cloven-feathered Dove,Drepanoptila holosericea
2649,species,Mauritius Blue-Pigeon,Alectroenas nitidissimus
2650,species,Rodrigues Blue-Pigeon,Alectroenas payandeei
2651,species,Madagascar Blue-Pigeon,Alectroenas madagascariensis
2652,species,Comoro Blue-Pigeon,Alectroenas sganzini
2653,subspecies,,Alectroenas sganzini minor
2654,subspecies,,Alectroenas sganzini sganzini
2655,species,Seychelles Blue-Pigeon,Alectroenas pulcherrimus
2656,species,Pink-bellied Imperial-Pigeon,Ducula poliocephala
2657,species,White-bellied Imperial-Pigeon,Ducula forsteni
2658,species,Mindoro Imperial-Pigeon,Ducula mindorensis
2659,species,Gray-headed Imperial-Pigeon,Ducula radiata
2660,species,Spotted Imperial-Pigeon,Ducula carola
2661,subspecies,,Ducula carola carola
2662,subspecies,,Ducula carola nigrorum
2663,subspecies,,Ducula carola mindanensis
2664,species,Green Imperial-Pigeon,Ducula aenea
2665,group (polytypic),Green Imperial-Pigeon (Green),Ducula aenea [aenea Group]
2666,subspecies,,Ducula aenea sylvatica
2667,subspecies,,Ducula aenea pusilla
2668,subspecies,,Ducula aenea andamanica
2669,subspecies,,Ducula aenea consobrina
2670,subspecies,,Ducula aenea polia
2671,subspecies,,Ducula aenea palawanensis
2672,subspecies,,Ducula aenea fugaensis
2673,subspecies,,Ducula aenea aenea
2674,subspecies,,Ducula aenea intermedia
2675,group (monotypic),Green Imperial-Pigeon (Enggano),Ducula aenea oenothorax
2676,group (monotypic),Green Imperial-Pigeon (Maroon-naped),Ducula aenea nuchalis
2677,group (monotypic),Green Imperial-Pigeon (Rufous-naped),Ducula aenea paulina
2678,species,Nicobar Imperial-Pigeon,Ducula nicobarica
2679,species,Spectacled Imperial-Pigeon,Ducula perspicillata
2680,species,Seram Imperial-Pigeon,Ducula neglecta
2681,species,Elegant Imperial-Pigeon,Ducula concinna
2682,species,Pacific Imperial-Pigeon,Ducula pacifica
2683,subspecies,,Ducula pacifica sejuncta
2684,subspecies,,Ducula pacifica pacifica
2685,species,Red-knobbed Imperial-Pigeon,Ducula rubricera
2686,group (monotypic),Red-knobbed Imperial-Pigeon (Pink-necked),Ducula rubricera rubricera
2687,group (monotypic),Red-knobbed Imperial-Pigeon (Gray-necked),Ducula rubricera rufigula
2688,species,Micronesian Imperial-Pigeon,Ducula oceanica
2689,subspecies,,Ducula oceanica monacha
2690,subspecies,,Ducula oceanica teraokai
2691,subspecies,,Ducula oceanica townsendi
2692,subspecies,,Ducula oceanica oceanica
2693,subspecies,,Ducula oceanica ratakensis
2694,species,Polynesian Imperial-Pigeon,Ducula aurorae
2695,subspecies,,Ducula aurorae aurorae
2696,subspecies,,Ducula aurorae wilkesii
2697,species,Marquesas Imperial-Pigeon,Ducula galeata
2698,species,Spice Imperial-Pigeon,Ducula myristicivora
2699,group (monotypic),Spice Imperial-Pigeon (Pink-naped),Ducula myristicivora myristicivora
2700,group (monotypic),Spice Imperial-Pigeon (Gray-naped),Ducula myristicivora geelvinkiana
2701,species,Purple-tailed Imperial-Pigeon,Ducula rufigaster
2702,subspecies,,Ducula rufigaster rufigaster
2703,subspecies,,Ducula rufigaster uropygialis
2704,species,Cinnamon-bellied Imperial-Pigeon,Ducula basilica
2705,group (monotypic),Cinnamon-bellied Imperial-Pigeon (Gray-naped),Ducula basilica basilica
2706,group (monotypic),Cinnamon-bellied Imperial-Pigeon (Golden-naped),Ducula basilica obiensis
2707,species,Finsch's Imperial-Pigeon,Ducula finschii
2708,species,Rufescent Imperial-Pigeon,Ducula chalconota
2709,group (monotypic),Rufescent Imperial-Pigeon (Purple-rumped),Ducula chalconota chalconota
2710,group (monotypic),Rufescent Imperial-Pigeon (Green-rumped),Ducula chalconota smaragdina
2711,species,Island Imperial-Pigeon,Ducula pistrinaria
2712,subspecies,,Ducula pistrinaria rhodinolaema
2713,subspecies,,Ducula pistrinaria vanwyckii
2714,subspecies,,Ducula pistrinaria postrema
2715,subspecies,,Ducula pistrinaria pistrinaria
2716,species,Pink-headed Imperial-Pigeon,Ducula rosacea
2717,species,Christmas Island Imperial-Pigeon,Ducula whartoni
2718,species,Gray Imperial-Pigeon,Ducula pickeringii
2719,subspecies,,Ducula pickeringii pickeringii
2720,subspecies,,Ducula pickeringii langhornei
2721,subspecies,,Ducula pickeringii palmasensis
2722,species,Peale's Imperial-Pigeon,Ducula latrans
2723,species,Chestnut-bellied Imperial-Pigeon,Ducula brenchleyi
2724,species,Baker's Imperial-Pigeon,Ducula bakeri
2725,species,New Caledonian Imperial-Pigeon,Ducula goliath
2726,species,Pinon's Imperial-Pigeon,Ducula pinon
2727,group (polytypic),Pinon's Imperial-Pigeon (Gray-headed),Ducula pinon pinon/jobiensis
2728,subspecies,,Ducula pinon pinon
2729,subspecies,,Ducula pinon jobiensis
2730,group (monotypic),Pinon's Imperial-Pigeon (Pink-headed),Ducula pinon salvadorii
2731,species,Bismarck Imperial-Pigeon,Ducula melanochroa
2732,species,Collared Imperial-Pigeon,Ducula mullerii
2733,subspecies,,Ducula mullerii aurantia
2734,subspecies,,Ducula mullerii mullerii
2735,species,Zoe's Imperial-Pigeon,Ducula zoeae
2736,species,Mountain Imperial-Pigeon,Ducula badia
2737,group (monotypic),Mountain Imperial-Pigeon (cuprea),Ducula badia cuprea
2738,group (polytypic),Mountain Imperial-Pigeon (badia Group),Ducula badia [badia Group]
2739,subspecies,,Ducula badia insignis
2740,subspecies,,Ducula badia griseicapilla
2741,subspecies,,Ducula badia badia
2742,species,Dark-backed Imperial-Pigeon,Ducula lacernulata
2743,group (monotypic),Dark-backed Imperial-Pigeon (Gray-headed),Ducula lacernulata lacernulata
2744,group (monotypic),Dark-backed Imperial-Pigeon (Pink-headed),Ducula lacernulata williami
2745,group (monotypic),Dark-backed Imperial-Pigeon (Gray-crowned),Ducula lacernulata sasakensis
2746,species,Timor Imperial-Pigeon,Ducula cineracea
2747,subspecies,,Ducula cineracea cineracea
2748,subspecies,,Ducula cineracea schistacea
2749,species,Pied Imperial-Pigeon,Ducula bicolor
2750,subspecies,,Ducula bicolor bicolor
2751,subspecies,,Ducula bicolor melanura
2752,species,Yellowish Imperial-Pigeon,Ducula subflavescens
2753,species,Torresian Imperial-Pigeon,Ducula spilorrhoa
2754,species,Silver-tipped Imperial-Pigeon,Ducula luctuosa
2755,spuh,imperial-pigeon sp.,Ducula sp.
2756,species,Topknot Pigeon,Lopholaimus antarcticus
2757,species,New Zealand Pigeon,Hemiphaga novaeseelandiae
2758,group (monotypic),New Zealand Pigeon (Norfolk),Hemiphaga novaeseelandiae spadicea
2759,group (monotypic),New Zealand Pigeon (New Zealand),Hemiphaga novaeseelandiae novaeseelandiae
2760,species,Chatham Island Pigeon,Hemiphaga chathamensis
2761,species,Sombre Pigeon,Cryptophaps poecilorrhoa
2762,species,Papuan Mountain-Pigeon,Gymnophaps albertisii
2763,subspecies,,Gymnophaps albertisii exsul
2764,subspecies,,Gymnophaps albertisii albertisii
2765,species,Buru Mountain-Pigeon,Gymnophaps mada
2766,species,Seram Mountain-Pigeon,Gymnophaps stalkeri
2767,species,Pale Mountain-Pigeon,Gymnophaps solomonensis
2768,spuh,pigeon/dove sp.,Columbidae sp.
2769,species,White-breasted Mesite,Mesitornis variegatus
2770,species,Brown Mesite,Mesitornis unicolor
2771,species,Subdesert Mesite,Monias benschi
2772,species,Tibetan Sandgrouse,Syrrhaptes tibetanus
2773,species,Pallas's Sandgrouse,Syrrhaptes paradoxus
2774,species,Pin-tailed Sandgrouse,Pterocles alchata
2775,group (monotypic),Pin-tailed Sandgrouse (Iberian),Pterocles alchata alchata
2776,group (monotypic),Pin-tailed Sandgrouse (Pin-tailed),Pterocles alchata caudacutus
2777,species,Namaqua Sandgrouse,Pterocles namaqua
2778,species,Chestnut-bellied Sandgrouse,Pterocles exustus
2779,group (polytypic),Chestnut-bellied Sandgrouse (African),Pterocles exustus [exustus Group]
2780,subspecies,,Pterocles exustus exustus
2781,subspecies,,Pterocles exustus floweri
2782,subspecies,,Pterocles exustus ellioti
2783,subspecies,,Pterocles exustus olivascens
2784,group (monotypic),Chestnut-bellied Sandgrouse (Arabian),Pterocles exustus erlangeri
2785,group (monotypic),Chestnut-bellied Sandgrouse (Asian),Pterocles exustus hindustan
2786,species,Spotted Sandgrouse,Pterocles senegallus
2787,species,Black-bellied Sandgrouse,Pterocles orientalis
2788,subspecies,,Pterocles orientalis orientalis
2789,subspecies,,Pterocles orientalis arenarius
2790,species,Yellow-throated Sandgrouse,Pterocles gutturalis
2791,subspecies,,Pterocles gutturalis saturatior
2792,subspecies,,Pterocles gutturalis gutturalis
2793,species,Crowned Sandgrouse,Pterocles coronatus
2794,subspecies,,Pterocles coronatus coronatus
2795,subspecies,,Pterocles coronatus vastitas
2796,subspecies,,Pterocles coronatus atratus
2797,subspecies,,Pterocles coronatus saturatus
2798,subspecies,,Pterocles coronatus ladas
2799,species,Black-faced Sandgrouse,Pterocles decoratus
2800,subspecies,,Pterocles decoratus ellenbecki
2801,subspecies,,Pterocles decoratus decoratus
2802,subspecies,,Pterocles decoratus loveridgei
2803,species,Madagascar Sandgrouse,Pterocles personatus
2804,species,Lichtenstein's Sandgrouse,Pterocles lichtensteinii
2805,group (polytypic),Lichtenstein's Sandgrouse (Lichtenstein's),Pterocles lichtensteinii [lichtensteinii Group]
2806,subspecies,,Pterocles lichtensteinii targius
2807,subspecies,,Pterocles lichtensteinii lichtensteinii
2808,subspecies,,Pterocles lichtensteinii sukensis
2809,subspecies,,Pterocles lichtensteinii ingramsi
2810,group (monotypic),Lichtenstein's Sandgrouse (Close-barred),Pterocles lichtensteinii arabicus
2811,species,Double-banded Sandgrouse,Pterocles bicinctus
2812,subspecies,,Pterocles bicinctus ansorgei
2813,subspecies,,Pterocles bicinctus bicinctus
2814,subspecies,,Pterocles bicinctus multicolor
2815,species,Four-banded Sandgrouse,Pterocles quadricinctus
2816,species,Painted Sandgrouse,Pterocles indicus
2817,species,Burchell's Sandgrouse,Pterocles burchelli
2818,spuh,sandgrouse sp.,Pterocles sp.
2819,species,Great Bustard,Otis tarda
2820,subspecies,,Otis tarda tarda
2821,subspecies,,Otis tarda dybowskii
2822,species,Arabian Bustard,Ardeotis arabs
2823,subspecies,,Ardeotis arabs lynesi
2824,subspecies,,Ardeotis arabs stieberi
2825,subspecies,,Ardeotis arabs butleri
2826,subspecies,,Ardeotis arabs arabs
2827,species,Kori Bustard,Ardeotis kori
2828,subspecies,,Ardeotis kori struthiunculus
2829,subspecies,,Ardeotis kori kori
2830,species,Great Indian Bustard,Ardeotis nigriceps
2831,species,Australian Bustard,Ardeotis australis
2832,species,Houbara Bustard,Chlamydotis undulata
2833,group (monotypic),Houbara Bustard (Canary Is.),Chlamydotis undulata fuertaventurae
2834,group (monotypic),Houbara Bustard (North African),Chlamydotis undulata undulata
2835,species,Macqueen's Bustard,Chlamydotis macqueenii
2836,species,Ludwig's Bustard,Neotis ludwigii
2837,species,Denham's Bustard,Neotis denhami
2838,group (monotypic),Denham's Bustard (Denham's),Neotis denhami denhami
2839,group (monotypic),Denham's Bustard (Jackson's),Neotis denhami jacksoni
2840,group (monotypic),Denham's Bustard (Stanley's),Neotis denhami stanleyi
2841,species,Heuglin's Bustard,Neotis heuglinii
2842,species,Nubian Bustard,Neotis nuba
2843,species,White-bellied Bustard,Eupodotis senegalensis
2844,group (polytypic),White-bellied Bustard (White-bellied),Eupodotis senegalensis [senegalensis Group]
2845,subspecies,,Eupodotis senegalensis senegalensis
2846,subspecies,,Eupodotis senegalensis canicollis
